Country,Totals,Year,TIV
Albania,0,2011,0
Algeria,12,1968,6
Algeria,12,1980,6
Algeria,12,2016,0
Angola,13,1979,3
Angola,13,1980,0
Angola,13,1992,8
Angola,13,2002,2
Argentina,112,1962,6
Argentina,112,1964,4
Argentina,112,1967,0
Argentina,112,1968,8
Argentina,112,1970,0
Argentina,112,1972,11
Argentina,112,1976,1
Argentina,112,1979,8
Argentina,112,1980,1
Argentina,112,1981,27
Argentina,112,1982,3
Argentina,112,1983,1
Argentina,112,1987,4
Argentina,112,1988,1
Argentina,112,1990,6
Argentina,112,1991,0
Argentina,112,1993,13
Argentina,112,1994,5
Argentina,112,1995,5
Argentina,112,2000,2
Argentina,112,2002,2
Argentina,112,2006,2
Argentina,112,2011,1
Armenia,4,2006,4
Aruba,18,1996,18
Australia,3395,1952,36
Australia,3395,1955,125
Australia,3395,1961,2
Australia,3395,1962,4
Australia,3395,1969,26
Australia,3395,1970,17
Australia,3395,1971,36
Australia,3395,1972,6
Australia,3395,1973,72
Australia,3395,1974,92
Australia,3395,1975,131
Australia,3395,1976,113
Australia,3395,1977,62
Australia,3395,1978,21
Australia,3395,1979,22
Australia,3395,1980,15
Australia,3395,1981,15
Australia,3395,1982,24
Australia,3395,1983,31
Australia,3395,1984,62
Australia,3395,1985,10
Australia,3395,1986,57
Australia,3395,1987,89
Australia,3395,1988,18
Australia,3395,1989,18
Australia,3395,1990,168
Australia,3395,1991,90
Australia,3395,1993,30
Australia,3395,1994,36
Australia,3395,1995,36
Australia,3395,1996,16
Australia,3395,1997,20
Australia,3395,1998,4
Australia,3395,2001,43
Australia,3395,2002,47
Australia,3395,2003,44
Australia,3395,2004,2
Australia,3395,2005,49
Australia,3395,2006,23
Australia,3395,2007,52
Australia,3395,2008,51
Australia,3395,2009,80
Australia,3395,2010,115
Australia,3395,2011,143
Australia,3395,2012,45
Australia,3395,2013,54
Australia,3395,2014,97
Australia,3395,2015,87
Australia,3395,2016,134
Australia,3395,2017,98
Australia,3395,2018,38
Australia,3395,2019,104
Australia,3395,2020,413
Australia,3395,2021,173
Austria,1598,1964,0
Austria,1598,1965,0
Austria,1598,1966,1
Austria,1598,1967,1
Austria,1598,1968,1
Austria,1598,1969,1
Austria,1598,1970,1
Austria,1598,1971,1
Austria,1598,1972,1
Austria,1598,1973,1
Austria,1598,1974,0
Austria,1598,1975,0
Austria,1598,1978,37
Austria,1598,1979,126
Austria,1598,1980,54
Austria,1598,1981,70
Austria,1598,1982,60
Austria,1598,1983,56
Austria,1598,1984,58
Austria,1598,1985,248
Austria,1598,1986,40
Austria,1598,1987,30
Austria,1598,1988,12
Austria,1598,1989,12
Austria,1598,1990,30
Austria,1598,1991,20
Austria,1598,1992,20
Austria,1598,1993,10
Austria,1598,1994,17
Austria,1598,1996,18
Austria,1598,1997,1
Austria,1598,1998,29
Austria,1598,1999,23
Austria,1598,2000,24
Austria,1598,2001,17
Austria,1598,2002,83
Austria,1598,2003,3
Austria,1598,2004,3
Austria,1598,2005,4
Austria,1598,2006,63
Austria,1598,2007,101
Austria,1598,2008,16
Austria,1598,2009,46
Austria,1598,2010,54
Austria,1598,2011,56
Austria,1598,2012,25
Austria,1598,2013,30
Austria,1598,2014,16
Austria,1598,2015,10
Austria,1598,2016,17
Austria,1598,2017,22
Austria,1598,2018,7
Austria,1598,2019,3
Austria,1598,2020,9
Austria,1598,2021,16
Bahamas,0,2015,0
Bahrain,2,2001,2
Bangladesh,2,1984,2
Belarus,3365,1993,8
Belarus,3365,1995,7
Belarus,3365,1996,129
Belarus,3365,1997,398
Belarus,3365,1998,63
Belarus,3365,1999,452
Belarus,3365,2000,293
Belarus,3365,2001,49
Belarus,3365,2002,63
Belarus,3365,2003,57
Belarus,3365,2004,19
Belarus,3365,2005,53
Belarus,3365,2006,43
Belarus,3365,2007,6
Belarus,3365,2008,224
Belarus,3365,2009,41
Belarus,3365,2010,159
Belarus,3365,2011,96
Belarus,3365,2012,97
Belarus,3365,2013,269
Belarus,3365,2014,101
Belarus,3365,2015,142
Belarus,3365,2016,152
Belarus,3365,2017,50
Belarus,3365,2018,79
Belarus,3365,2019,159
Belarus,3365,2020,59
Belarus,3365,2021,98
Belgium,2088,1956,29
Belgium,2088,1960,3
Belgium,2088,1961,0
Belgium,2088,1962,2
Belgium,2088,1963,0
Belgium,2088,1964,0
Belgium,2088,1966,12
Belgium,2088,1969,5
Belgium,2088,1971,0
Belgium,2088,1978,2
Belgium,2088,1979,3
Belgium,2088,1980,1
Belgium,2088,1981,19
Belgium,2088,1982,41
Belgium,2088,1983,89
Belgium,2088,1984,115
Belgium,2088,1985,3
Belgium,2088,1986,19
Belgium,2088,1988,18
Belgium,2088,1989,36
Belgium,2088,1990,1
Belgium,2088,1991,1
Belgium,2088,1994,33
Belgium,2088,1995,158
Belgium,2088,1996,57
Belgium,2088,1997,93
Belgium,2088,1998,46
Belgium,2088,1999,45
Belgium,2088,2000,26
Belgium,2088,2001,37
Belgium,2088,2002,35
Belgium,2088,2003,15
Belgium,2088,2004,47
Belgium,2088,2005,159
Belgium,2088,2006,59
Belgium,2088,2007,19
Belgium,2088,2008,217
Belgium,2088,2009,243
Belgium,2088,2010,9
Belgium,2088,2011,116
Belgium,2088,2012,22
Belgium,2088,2013,55
Belgium,2088,2014,10
Belgium,2088,2015,12
Belgium,2088,2016,7
Belgium,2088,2017,17
Belgium,2088,2018,21
Belgium,2088,2019,57
Belgium,2088,2020,27
Belgium,2088,2021,48
Bosnia-Herzegovina,21,2002,4
Bosnia-Herzegovina,21,2011,14
Bosnia-Herzegovina,21,2013,3
Brazil,3912,1960,2
Brazil,3912,1961,12
Brazil,3912,1969,18
Brazil,3912,1971,0
Brazil,3912,1974,32
Brazil,3912,1975,58
Brazil,3912,1976,103
Brazil,3912,1977,144
Brazil,3912,1978,180
Brazil,3912,1979,71
Brazil,3912,1980,156
Brazil,3912,1981,64
Brazil,3912,1982,117
Brazil,3912,1983,196
Brazil,3912,1984,269
Brazil,3912,1985,206
Brazil,3912,1986,138
Brazil,3912,1987,215
Brazil,3912,1988,204
Brazil,3912,1989,53
Brazil,3912,1990,106
Brazil,3912,1991,127
Brazil,3912,1992,98
Brazil,3912,1993,40
Brazil,3912,1994,54
Brazil,3912,1995,38
Brazil,3912,1996,27
Brazil,3912,1997,27
Brazil,3912,1998,18
Brazil,3912,2002,19
Brazil,3912,2004,46
Brazil,3912,2005,1
Brazil,3912,2006,44
Brazil,3912,2007,53
Brazil,3912,2008,92
Brazil,3912,2009,43
Brazil,3912,2010,143
Brazil,3912,2011,31
Brazil,3912,2012,33
Brazil,3912,2013,31
Brazil,3912,2014,31
Brazil,3912,2015,52
Brazil,3912,2016,122
Brazil,3912,2017,37
Brazil,3912,2018,100
Brazil,3912,2019,10
Brazil,3912,2020,162
Brazil,3912,2021,88
Brunei,36,2011,24
Brunei,36,2016,12
Bulgaria,971,1983,4
Bulgaria,971,1986,106
Bulgaria,971,1989,5
Bulgaria,971,1990,6
Bulgaria,971,1991,42
Bulgaria,971,1992,16
Bulgaria,971,1993,28
Bulgaria,971,1994,55
Bulgaria,971,1995,1
Bulgaria,971,1996,21
Bulgaria,971,1997,6
Bulgaria,971,1998,39
Bulgaria,971,1999,167
Bulgaria,971,2000,2
Bulgaria,971,2001,10
Bulgaria,971,2002,37
Bulgaria,971,2003,44
Bulgaria,971,2004,19
Bulgaria,971,2005,86
Bulgaria,971,2006,5
Bulgaria,971,2007,9
Bulgaria,971,2008,4
Bulgaria,971,2009,16
Bulgaria,971,2010,4
Bulgaria,971,2011,2
Bulgaria,971,2012,13
Bulgaria,971,2013,21
Bulgaria,971,2014,14
Bulgaria,971,2015,70
Bulgaria,971,2016,61
Bulgaria,971,2017,31
Bulgaria,971,2018,14
Bulgaria,971,2019,10
Bulgaria,971,2020,3
Bulgaria,971,2021,3
Cambodia,2,1993,0
Cambodia,2,1994,0
Cambodia,2,1995,0
Cambodia,2,2000,1
Canada,13015,1950,38
Canada,13015,1951,55
Canada,13015,1952,268
Canada,13015,1953,76
Canada,13015,1954,210
Canada,13015,1955,190
Canada,13015,1956,294
Canada,13015,1957,336
Canada,13015,1958,544
Canada,13015,1959,119
Canada,13015,1960,67
Canada,13015,1961,300
Canada,13015,1962,188
Canada,13015,1963,213
Canada,13015,1964,253
Canada,13015,1965,111
Canada,13015,1966,92
Canada,13015,1967,58
Canada,13015,1968,193
Canada,13015,1969,163
Canada,13015,1970,194
Canada,13015,1971,291
Canada,13015,1972,324
Canada,13015,1973,125
Canada,13015,1974,119
Canada,13015,1975,129
Canada,13015,1976,309
Canada,13015,1977,160
Canada,13015,1978,187
Canada,13015,1979,186
Canada,13015,1980,153
Canada,13015,1981,124
Canada,13015,1982,253
Canada,13015,1983,112
Canada,13015,1984,96
Canada,13015,1985,94
Canada,13015,1986,251
Canada,13015,1987,265
Canada,13015,1988,142
Canada,13015,1989,43
Canada,13015,1990,92
Canada,13015,1991,110
Canada,13015,1992,140
Canada,13015,1993,145
Canada,13015,1994,165
Canada,13015,1995,259
Canada,13015,1996,155
Canada,13015,1997,93
Canada,13015,1998,38
Canada,13015,1999,77
Canada,13015,2000,71
Canada,13015,2001,121
Canada,13015,2002,175
Canada,13015,2003,278
Canada,13015,2004,277
Canada,13015,2005,235
Canada,13015,2006,235
Canada,13015,2007,332
Canada,13015,2008,236
Canada,13015,2009,183
Canada,13015,2010,237
Canada,13015,2011,317
Canada,13015,2012,266
Canada,13015,2013,183
Canada,13015,2014,189
Canada,13015,2015,337
Canada,13015,2016,110
Canada,13015,2017,70
Canada,13015,2018,115
Canada,13015,2019,223
Canada,13015,2020,109
Canada,13015,2021,119
Chad,20,1987,20
Chile,181,1975,0
Chile,181,1978,0
Chile,181,1980,0
Chile,181,1981,0
Chile,181,1983,1
Chile,181,1986,3
Chile,181,1987,3
Chile,181,1988,4
Chile,181,1989,4
Chile,181,1991,3
Chile,181,1992,8
Chile,181,1996,29
Chile,181,1998,2
Chile,181,1999,1
Chile,181,2000,1
Chile,181,2002,1
Chile,181,2008,100
Chile,181,2014,20
Chile,181,2018,0
China,58480,1954,3
China,58480,1956,39
China,58480,1957,30
China,58480,1958,463
China,58480,1959,361
China,58480,1960,285
China,58480,1961,35
China,58480,1962,47
China,58480,1963,12
China,58480,1964,68
China,58480,1965,387
China,58480,1966,619
China,58480,1967,412
China,58480,1968,730
China,58480,1969,657
China,58480,1970,893
China,58480,1971,1293
China,58480,1972,1238
China,58480,1973,662
China,58480,1974,511
China,58480,1975,668
China,58480,1976,586
China,58480,1977,230
China,58480,1978,617
China,58480,1979,560
China,58480,1980,949
China,58480,1981,656
China,58480,1982,1504
China,58480,1983,1757
China,58480,1984,1929
China,58480,1985,1290
China,58480,1986,1862
China,58480,1987,2605
China,58480,1988,1412
China,58480,1989,1041
China,58480,1990,941
China,58480,1991,1312
China,58480,1992,673
China,58480,1993,1407
China,58480,1994,1076
China,58480,1995,1008
China,58480,1996,766
China,58480,1997,427
China,58480,1998,350
China,58480,1999,329
China,58480,2000,310
China,58480,2001,513
China,58480,2002,526
China,58480,2003,701
China,58480,2004,410
China,58480,2005,284
China,58480,2006,663
China,58480,2007,508
China,58480,2008,607
China,58480,2009,1136
China,58480,2010,1475
China,58480,2011,1266
China,58480,2012,1517
China,58480,2013,2056
China,58480,2014,1302
China,58480,2015,1798
China,58480,2016,2438
China,58480,2017,1601
China,58480,2018,1306
China,58480,2019,1504
China,58480,2020,775
China,58480,2021,1085
Colombia,30,2002,5
Colombia,30,2012,0
Colombia,30,2017,10
Colombia,30,2019,10
Colombia,30,2020,4
Costa Rica,3,2008,0
Costa Rica,3,2009,3
Cote d'Ivoire,2,1971,1
Cote d'Ivoire,2,2018,1
Croatia,5,2000,2
Croatia,5,2017,3
Cuba,40,1957,2
Cuba,40,1958,6
Cuba,40,1975,1
Cuba,40,1978,12
Cuba,40,1979,10
Cuba,40,1980,8
Cyprus,36,1996,36
Czechia,2004,1993,199
Czechia,2004,1994,316
Czechia,2004,1995,143
Czechia,2004,1996,123
Czechia,2004,1997,24
Czechia,2004,1998,20
Czechia,2004,1999,57
Czechia,2004,2000,81
Czechia,2004,2001,88
Czechia,2004,2002,59
Czechia,2004,2003,64
Czechia,2004,2004,1
Czechia,2004,2005,69
Czechia,2004,2006,44
Czechia,2004,2007,32
Czechia,2004,2008,33
Czechia,2004,2009,23
Czechia,2004,2010,4
Czechia,2004,2011,10
Czechia,2004,2012,8
Czechia,2004,2013,40
Czechia,2004,2014,26
Czechia,2004,2015,150
Czechia,2004,2016,150
Czechia,2004,2017,88
Czechia,2004,2018,89
Czechia,2004,2019,31
Czechia,2004,2020,30
Czechia,2004,2021,1
Czechoslovakia,30985,1950,17
Czechoslovakia,30985,1951,15
Czechoslovakia,30985,1952,15
Czechoslovakia,30985,1953,9
Czechoslovakia,30985,1954,188
Czechoslovakia,30985,1955,1331
Czechoslovakia,30985,1956,1871
Czechoslovakia,30985,1957,2216
Czechoslovakia,30985,1958,1530
Czechoslovakia,30985,1959,940
Czechoslovakia,30985,1960,661
Czechoslovakia,30985,1961,200
Czechoslovakia,30985,1962,173
Czechoslovakia,30985,1963,137
Czechoslovakia,30985,1964,267
Czechoslovakia,30985,1965,325
Czechoslovakia,30985,1966,427
Czechoslovakia,30985,1967,449
Czechoslovakia,30985,1968,506
Czechoslovakia,30985,1969,667
Czechoslovakia,30985,1970,435
Czechoslovakia,30985,1971,420
Czechoslovakia,30985,1972,648
Czechoslovakia,30985,1973,667
Czechoslovakia,30985,1974,874
Czechoslovakia,30985,1975,712
Czechoslovakia,30985,1976,802
Czechoslovakia,30985,1977,817
Czechoslovakia,30985,1978,846
Czechoslovakia,30985,1979,817
Czechoslovakia,30985,1980,796
Czechoslovakia,30985,1981,937
Czechoslovakia,30985,1982,929
Czechoslovakia,30985,1983,1049
Czechoslovakia,30985,1984,1093
Czechoslovakia,30985,1985,1029
Czechoslovakia,30985,1986,1231
Czechoslovakia,30985,1987,1289
Czechoslovakia,30985,1988,1347
Czechoslovakia,30985,1989,1053
Czechoslovakia,30985,1990,624
Czechoslovakia,30985,1991,416
Czechoslovakia,30985,1992,213
Denmark,1527,1960,20
Denmark,1527,1964,60
Denmark,1527,1965,12
Denmark,1527,1967,131
Denmark,1527,1968,28
Denmark,1527,1969,3
Denmark,1527,1975,23
Denmark,1527,1980,18
Denmark,1527,1981,29
Denmark,1527,1982,64
Denmark,1527,1983,115
Denmark,1527,1987,117
Denmark,1527,1988,36
Denmark,1527,1990,72
Denmark,1527,1991,8
Denmark,1527,1993,183
Denmark,1527,1994,272
Denmark,1527,1995,16
Denmark,1527,1998,1
Denmark,1527,1999,6
Denmark,1527,2000,20
Denmark,1527,2001,1
Denmark,1527,2002,10
Denmark,1527,2003,5
Denmark,1527,2006,9
Denmark,1527,2007,6
Denmark,1527,2008,17
Denmark,1527,2009,14
Denmark,1527,2010,8
Denmark,1527,2011,28
Denmark,1527,2012,33
Denmark,1527,2013,11
Denmark,1527,2014,21
Denmark,1527,2015,25
Denmark,1527,2016,25
Denmark,1527,2017,22
Denmark,1527,2018,31
Denmark,1527,2019,4
Denmark,1527,2021,27
Dominican Republic,4,2017,4
DR Congo,23,1979,1
DR Congo,23,1997,22
East Germany (GDR),827,1960,17
East Germany (GDR),827,1961,25
East Germany (GDR),827,1962,17
East Germany (GDR),827,1963,29
East Germany (GDR),827,1964,39
East Germany (GDR),827,1965,26
East Germany (GDR),827,1974,11
East Germany (GDR),827,1976,12
East Germany (GDR),827,1977,25
East Germany (GDR),827,1978,15
East Germany (GDR),827,1979,35
East Germany (GDR),827,1980,34
East Germany (GDR),827,1981,43
East Germany (GDR),827,1982,3
East Germany (GDR),827,1986,39
East Germany (GDR),827,1987,116
East Germany (GDR),827,1988,116
East Germany (GDR),827,1989,149
East Germany (GDR),827,1990,77
Ecuador,8,2014,6
Ecuador,8,2018,2
Egypt,954,1956,9
Egypt,954,1957,22
Egypt,954,1958,4
Egypt,954,1959,4
Egypt,954,1961,0
Egypt,954,1962,7
Egypt,954,1963,8
Egypt,954,1964,1
Egypt,954,1966,13
Egypt,954,1967,3
Egypt,954,1968,26
Egypt,954,1969,15
Egypt,954,1970,39
Egypt,954,1975,16
Egypt,954,1977,67
Egypt,954,1978,78
Egypt,954,1979,13
Egypt,954,1980,29
Egypt,954,1981,77
Egypt,954,1982,81
Egypt,954,1983,71
Egypt,954,1984,37
Egypt,954,1985,5
Egypt,954,1986,19
Egypt,954,1987,61
Egypt,954,1988,65
Egypt,954,1989,63
Egypt,954,1990,20
Egypt,954,1992,13
Egypt,954,1993,22
Egypt,954,1994,15
Egypt,954,1995,9
Egypt,954,1996,5
Egypt,954,1997,5
Egypt,954,2014,7
Egypt,954,2015,21
Egypt,954,2019,2
Eritrea,2,1998,2
Eritrea,2,1999,0
Eritrea,2,2006,0
Estonia,8,1996,8
Estonia,8,2015,0
Ethiopia,103,1985,35
Ethiopia,103,1987,51
Ethiopia,103,1997,17
European Union**,0,2019,0
Fiji,10,1984,10
Finland,2034,1954,25
Finland,2034,1959,75
Finland,2034,1960,75
Finland,2034,1961,1
Finland,2034,1962,1
Finland,2034,1965,1
Finland,2034,1966,62
Finland,2034,1967,33
Finland,2034,1968,33
Finland,2034,1969,33
Finland,2034,1970,32
Finland,2034,1971,39
Finland,2034,1972,30
Finland,2034,1974,63
Finland,2034,1975,63
Finland,2034,1978,63
Finland,2034,1979,63
Finland,2034,1982,15
Finland,2034,1988,1
Finland,2034,1991,22
Finland,2034,1992,11
Finland,2034,1993,17
Finland,2034,1994,26
Finland,2034,1995,26
Finland,2034,1996,9
Finland,2034,1997,10
Finland,2034,1998,34
Finland,2034,1999,28
Finland,2034,2000,12
Finland,2034,2001,33
Finland,2034,2002,34
Finland,2034,2003,40
Finland,2034,2004,34
Finland,2034,2005,42
Finland,2034,2006,121
Finland,2034,2007,61
Finland,2034,2008,98
Finland,2034,2009,64
Finland,2034,2010,70
Finland,2034,2011,65
Finland,2034,2012,98
Finland,2034,2013,70
Finland,2034,2014,98
Finland,2034,2015,27
Finland,2034,2016,51
Finland,2034,2017,31
Finland,2034,2018,45
Finland,2034,2019,27
Finland,2034,2020,12
Finland,2034,2021,14
FMLN (El Salvador)*,1,1991,1
France,134262,1950,8
France,134262,1951,67
France,134262,1952,43
France,134262,1953,273
France,134262,1954,279
France,134262,1955,433
France,134262,1956,940
France,134262,1957,661
France,134262,1958,789
France,134262,1959,799
France,134262,1960,942
France,134262,1961,970
France,134262,1962,974
France,134262,1963,1235
France,134262,1964,1439
France,134262,1965,1219
France,134262,1966,1683
France,134262,1967,1555
France,134262,1968,1496
France,134262,1969,1491
France,134262,1970,1670
France,134262,1971,2241
France,134262,1972,2540
France,134262,1973,2845
France,134262,1974,2103
France,134262,1975,2203
France,134262,1976,2010
France,134262,1977,2681
France,134262,1978,3263
France,134262,1979,2972
France,134262,1980,3810
France,134262,1981,3715
France,134262,1982,3769
France,134262,1983,3440
France,134262,1984,2992
France,134262,1985,4041
France,134262,1986,3040
France,134262,1987,1793
France,134262,1988,1994
France,134262,1989,2302
France,134262,1990,1836
France,134262,1991,1225
France,134262,1992,1265
France,134262,1993,990
France,134262,1994,903
France,134262,1995,1026
France,134262,1996,1939
France,134262,1997,3291
France,134262,1998,3172
France,134262,1999,1818
France,134262,2000,1077
France,134262,2001,1416
France,134262,2002,1426
France,134262,2003,1404
France,134262,2004,2308
France,134262,2005,1811
France,134262,2006,1669
France,134262,2007,2375
France,134262,2008,1984
France,134262,2009,1914
France,134262,2010,874
France,134262,2011,2223
France,134262,2012,1298
France,134262,2013,1769
France,134262,2014,1754
France,134262,2015,2214
France,134262,2016,2075
France,134262,2017,2343
France,134262,2018,1996
France,134262,2019,3713
France,134262,2020,2484
France,134262,2021,3954
Gabon,1,1973,1
Georgia,213,1999,46
Georgia,213,2000,69
Georgia,213,2002,69
Georgia,213,2004,16
Georgia,213,2016,6
Georgia,213,2017,7
Germany,90060,1953,38
Germany,90060,1954,29
Germany,90060,1955,24
Germany,90060,1956,24
Germany,90060,1957,44
Germany,90060,1958,25
Germany,90060,1959,93
Germany,90060,1960,156
Germany,90060,1961,12
Germany,90060,1962,146
Germany,90060,1963,133
Germany,90060,1964,438
Germany,90060,1965,331
Germany,90060,1966,714
Germany,90060,1967,776
Germany,90060,1968,574
Germany,90060,1969,866
Germany,90060,1970,1561
Germany,90060,1971,1364
Germany,90060,1972,1377
Germany,90060,1973,227
Germany,90060,1974,1208
Germany,90060,1975,1446
Germany,90060,1976,1662
Germany,90060,1977,1893
Germany,90060,1978,1671
Germany,90060,1979,1466
Germany,90060,1980,1602
Germany,90060,1981,1902
Germany,90060,1982,1546
Germany,90060,1983,2270
Germany,90060,1984,2862
Germany,90060,1985,1344
Germany,90060,1986,1385
Germany,90060,1987,928
Germany,90060,1988,1402
Germany,90060,1989,1298
Germany,90060,1990,1863
Germany,90060,1991,2407
Germany,90060,1992,1498
Germany,90060,1993,1544
Germany,90060,1994,2896
Germany,90060,1995,1517
Germany,90060,1996,1957
Germany,90060,1997,956
Germany,90060,1998,1825
Germany,90060,1999,1884
Germany,90060,2000,1612
Germany,90060,2001,900
Germany,90060,2002,915
Germany,90060,2003,1669
Germany,90060,2004,1114
Germany,90060,2005,2064
Germany,90060,2006,2717
Germany,90060,2007,3281
Germany,90060,2008,2372
Germany,90060,2009,2466
Germany,90060,2010,2671
Germany,90060,2011,1314
Germany,90060,2012,757
Germany,90060,2013,796
Germany,90060,2014,1797
Germany,90060,2015,1769
Germany,90060,2016,2509
Germany,90060,2017,1948
Germany,90060,2018,1073
Germany,90060,2019,1000
Germany,90060,2020,1217
Germany,90060,2021,914
Ghana,25,1979,6
Ghana,25,2005,19
Greece,210,1964,7
Greece,210,1965,1
Greece,210,1992,15
Greece,210,1993,10
Greece,210,1994,18
Greece,210,1996,19
Greece,210,1997,31
Greece,210,1998,9
Greece,210,1999,3
Greece,210,2000,2
Greece,210,2001,2
Greece,210,2003,6
Greece,210,2004,22
Greece,210,2005,13
Greece,210,2006,23
Greece,210,2017,30
Guatemala,1,1955,1
Guyana,2,1976,2
Hungary,429,1957,5
Hungary,429,1966,18
Hungary,429,1967,18
Hungary,429,1968,37
Hungary,429,1969,28
Hungary,429,1972,8
Hungary,429,1973,44
Hungary,429,1974,8
Hungary,429,1975,8
Hungary,429,1980,4
Hungary,429,1981,30
Hungary,429,1982,4
Hungary,429,1983,4
Hungary,429,1993,21
Hungary,429,1995,6
Hungary,429,1997,24
Hungary,429,2002,34
Hungary,429,2005,82
Hungary,429,2007,9
Hungary,429,2013,41
Iceland,5,1980,0
Iceland,5,1993,5
India,780,1959,1
India,780,1968,1
India,780,1971,7
India,780,1972,2
India,780,1973,21
India,780,1974,24
India,780,1975,31
India,780,1978,27
India,780,1979,22
India,780,1982,2
India,780,1987,0
India,780,1988,1
India,780,1989,0
India,780,1990,4
India,780,1991,0
India,780,1992,3
India,780,1993,9
India,780,1994,2
India,780,1995,2
India,780,1996,0
India,780,1997,0
India,780,1998,0
India,780,1999,0
India,780,2000,21
India,780,2001,2
India,780,2002,0
India,780,2003,4
India,780,2004,28
India,780,2005,19
India,780,2006,33
India,780,2007,23
India,780,2008,15
India,780,2009,27
India,780,2010,5
India,780,2011,3
India,780,2013,15
India,780,2014,36
India,780,2015,42
India,780,2016,46
India,780,2017,56
India,780,2018,44
India,780,2019,18
India,780,2020,151
India,780,2021,33
Indonesia,507,1963,7
Indonesia,507,1970,12
Indonesia,507,1978,9
Indonesia,507,1980,4
Indonesia,507,1985,8
Indonesia,507,1986,4
Indonesia,507,1993,18
Indonesia,507,1994,18
Indonesia,507,1995,26
Indonesia,507,1997,9
Indonesia,507,1999,53
Indonesia,507,2001,18
Indonesia,507,2002,53
Indonesia,507,2004,26
Indonesia,507,2005,9
Indonesia,507,2006,9
Indonesia,507,2008,1
Indonesia,507,2011,4
Indonesia,507,2016,86
Indonesia,507,2017,95
Indonesia,507,2018,15
Indonesia,507,2019,9
Indonesia,507,2021,17
Iran,818,1962,3
Iran,818,1967,28
Iran,818,1970,23
Iran,818,1971,6
Iran,818,1972,106
Iran,818,1973,6
Iran,818,1974,129
Iran,818,1975,81
Iran,818,1980,0
Iran,818,1981,0
Iran,818,1982,0
Iran,818,1983,0
Iran,818,1984,1
Iran,818,1985,1
Iran,818,1986,1
Iran,818,1987,1
Iran,818,1988,1
Iran,818,1989,1
Iran,818,1990,0
Iran,818,1991,1
Iran,818,1992,1
Iran,818,1993,1
Iran,818,1994,0
Iran,818,1995,1
Iran,818,1996,2
Iran,818,1997,0
Iran,818,1998,0
Iran,818,1999,0
Iran,818,2000,0
Iran,818,2001,0
Iran,818,2002,3
Iran,818,2003,9
Iran,818,2004,1
Iran,818,2005,2
Iran,818,2006,75
Iran,818,2008,43
Iran,818,2009,45
Iran,818,2010,45
Iran,818,2011,83
Iran,818,2012,21
Iran,818,2013,12
Iran,818,2014,47
Iran,818,2015,15
Iran,818,2016,5
Iran,818,2017,20
Iran,818,2021,0
Iraq,219,1957,0
Iraq,219,1960,3
Iraq,219,1980,28
Iraq,219,1988,168
Iraq,219,1989,20
Ireland,273,1978,2
Ireland,273,1979,9
Ireland,273,1980,9
Ireland,273,1981,2
Ireland,273,2005,16
Ireland,273,2006,32
Ireland,273,2007,31
Ireland,273,2008,28
Ireland,273,2009,28
Ireland,273,2010,26
Ireland,273,2011,1
Ireland,273,2012,26
Ireland,273,2013,27
Ireland,273,2014,14
Ireland,273,2015,10
Ireland,273,2021,13
Israel,18873,1954,8
Israel,18873,1955,30
Israel,18873,1957,4
Israel,18873,1959,23
Israel,18873,1964,5
Israel,18873,1965,10
Israel,18873,1966,14
Israel,18873,1967,13
Israel,18873,1968,23
Israel,18873,1969,28
Israel,18873,1970,9
Israel,18873,1971,21
Israel,18873,1972,31
Israel,18873,1973,12
Israel,18873,1974,45
Israel,18873,1975,109
Israel,18873,1976,54
Israel,18873,1977,202
Israel,18873,1978,211
Israel,18873,1979,187
Israel,18873,1980,267
Israel,18873,1981,215
Israel,18873,1982,254
Israel,18873,1983,416
Israel,18873,1984,281
Israel,18873,1985,207
Israel,18873,1986,350
Israel,18873,1987,142
Israel,18873,1988,75
Israel,18873,1989,209
Israel,18873,1990,90
Israel,18873,1991,151
Israel,18873,1992,324
Israel,18873,1993,382
Israel,18873,1994,296
Israel,18873,1995,166
Israel,18873,1996,282
Israel,18873,1997,246
Israel,18873,1998,230
Israel,18873,1999,166
Israel,18873,2000,402
Israel,18873,2001,471
Israel,18873,2002,575
Israel,18873,2003,406
Israel,18873,2004,606
Israel,18873,2005,509
Israel,18873,2006,406
Israel,18873,2007,552
Israel,18873,2008,375
Israel,18873,2009,746
Israel,18873,2010,640
Israel,18873,2011,545
Israel,18873,2012,458
Israel,18873,2013,419
Israel,18873,2014,396
Israel,18873,2015,789
Israel,18873,2016,1463
Israel,18873,2017,1268
Israel,18873,2018,704
Israel,18873,2019,349
Israel,18873,2020,400
Israel,18873,2021,606
Italy,35535,1950,129
Italy,35535,1951,106
Italy,35535,1952,24
Italy,35535,1953,1
Italy,35535,1954,11
Italy,35535,1955,140
Italy,35535,1956,257
Italy,35535,1957,275
Italy,35535,1958,234
Italy,35535,1959,8
Italy,35535,1960,104
Italy,35535,1961,245
Italy,35535,1962,261
Italy,35535,1963,240
Italy,35535,1964,384
Italy,35535,1965,295
Italy,35535,1966,243
Italy,35535,1967,149
Italy,35535,1968,192
Italy,35535,1969,325
Italy,35535,1970,280
Italy,35535,1971,395
Italy,35535,1972,296
Italy,35535,1973,330
Italy,35535,1974,421
Italy,35535,1975,512
Italy,35535,1976,523
Italy,35535,1977,502
Italy,35535,1978,680
